t,phi,dphi,A,B,R,gamma_eff
27.031757939484873,1.1065602817670859,0.1218583175685191,0.7784090908709433,0.7806267806134788,0.999999999968993,0.05750327615229445
27.056764191047762,1.1095941945135055,0.1207628062873,0.7784090908722727,0.7806267806136766,0.9999999999716905,0.05750327615195179
27.081770442610654,1.1125983734021103,0.11948032210147767,0.7784090908735649,0.7806267806138779,0.9999999999741304,0.057503276151616725
27.106776694173544,1.1155681523593939,0.11801164179465538,0.7784090908748197,0.7806267806140824,0.9999999999763355,0.05750327615128935
27.131782945736436,1.11849888818963,0.1163578814263687,0.778409090876037,0.7806267806142895,0.9999999999783273,0.05750327615096976
27.156789197299325,1.1213859706190281,0.11452050294999731,0.7784090908772171,0.7806267806144987,0.9999999999801255,0.05750327615065809
27.181795448862218,1.124224829683443,0.11250131989735838,0.7784090908783602,0.7806267806147098,0.9999999999817479,0.05750327615035428
27.206801700425107,1.1270109457851045,0.11030250200112067,0.7784090908794666,0.7806267806149223,0.9999999999832115,0.05750327615005841
27.231807951988,1.129739857563065,0.10792657907384703,0.7784090908805369,0.7806267806151358,0.9999999999845313,0.05750327614977041
27.25681420355089,1.1324071719030224,0.1053764433185423,0.7784090908815714,0.7806267806153501,0.9999999999857208,0.057503276149490246
27.28182045511378,1.1350085721746916,0.10265535113536338,0.7784090908825712,0.7806267806155648,0.9999999999867928,0.057503276149217825
27.30682670667667,1.1375398280353588,0.09976692296462564,0.7784090908835365,0.7806267806157794,0.9999999999877586,0.057503276148953106
